0	0.027	0.045
1	0.063	0.005
2	0.061	0.014
3	0.021	0.008
4	0.011	0.08
5	0.098	0.051
6	0.084	0.099
7	0.002	0.076
8	0.02	0.025
9	0.043	0.096
10	0.049	0.044
11	0.013	0.058
12	0.007	0.074
13	0.09	0.082
14	0.056	0.027
15	0.078	0.051
16	0.05	0.019
17	0.005	0.014
18	0.012	0.001
19	0.076	0.056
20	0.036	0.073
21	0.048	0.072
22	0.052	0.007
23	0.063	0.091
24	0.04	0.078
25	0.044	0.066
26	0.037	0.021
27	0.035	0.035
28	0.006	0.05
29	0.043	0.036
30	0.058	0.038
31	0.003	0.082
32	0.019	0.026
33	0.013	0.075
34	0.082	0.073
35	0.034	0.077
36	0.028	0.043
37	0.072	0.006
38	0.099	0.052
39	0.035	0.002
40	0.015	0.05
41	0.016	0.019
42	0.005	0.019
43	0.001	0.048
44	0.084	0.089
45	0.015	0.097
46	0.071	0.016
47	0.05	0.037
48	0.028	0.036
49	0.009	0.085
50	0.036	0.029
51	0.02	0.095
52	0.056	0.089
53	0.072	0.039
54	0.037	0.096
55	0.026	0.097
56	0.093	0.003
57	0.036	0.077
58	0.073	0.097
59	0.026	0.081
60	0.001	0.013
61	0.063	0.047
62	0.099	0.087
63	0.021	0.065
64	0.083	0.003
65	0.029	0.083
66	0.02	0.021
67	0.076	0.084
68	0.042	0.027
69	0.095	0.013
70	0.059	0.054
71	0.088	0.012
72	0.075	0.017
73	0.067	0.007
74	0.015	0.063
75	0.046	0.099
76	0.073	0.029
77	0.093	0.017
78	0.026	0.023
79	0.095	0.024
80	0.079	0.095
81	0.023	0.065
82	0	0.017
83	0.096	0.07
84	0.056	0.021
85	0.073	0.083
86	0.044	0.087
87	0.062	0.036
88	0.043	0.05
89	0.053	0.093
90	0.021	0.01
91	0.078	0.021
92	0.093	0.03
93	0.031	0.056
94	0.056	0.042
95	0	0.096
96	0.021	0.03
97	0.065	0.008
98	0.024	0.034
99	0.023	0.06
100	0.086	0.02
101	0.055	0.022
102	0.016	0.077
103	0.003	0.004
104	0.099	0.048
105	0.054	0.04
106	0.03	0.08
107	0.088	0.043
108	0.007	0.019
109	0.084	0.058
110	0.006	0.05
111	0.085	0.076
112	0.003	0.046
113	0.038	0.038
114	0.09	0.038
115	0.082	0.078
116	0.034	0.023
117	0.076	0.085
118	0.019	0.018
119	0.047	0.072
120	0.027	0.037
121	0.083	0.031
122	0.03	0.099
123	0.062	0.017
124	0.046	0.056
125	0.041	0.041
126	0.079	0.07
127	0.045	0.009
128	0	0.062
129	0.046	0.065
130	0.044	0.015
131	0.047	0.032
132	0.058	0.078
133	0.08	0.012
134	0.05	0.093
135	0.018	0.077
136	0.089	0.064
137	0.035	0.034
138	0.097	0.043
139	0.036	0.076
140	0.087	0.013
141	0.044	0
142	0.027	0.006
143	0.028	0.089
144	0	0.082
145	0.077	0.048
146	0.053	0.033
147	0.048	0.083
148	0.025	0.017
149	0.003	0.059
150	0.016	0.095
151	0.021	0.038
152	0.039	0.022
153	0.054	0.001
154	0.084	0.07
155	0.024	0.002
156	0.027	0.046
157	0.015	0.052
158	0.019	0.079
159	0.098	0.098
160	0.015	0.091
161	0.032	0
162	0.029	0.006
163	0.024	0.002
164	0.091	0.057
165	0.093	0.03
166	0.045	0.074
167	0.011	0.027
168	0.008	0.057
169	0	0.069
170	0.034	0.09
171	0.096	0.03
172	0.079	0.032
173	0.097	0.059
174	0.006	0.096
175	0.068	0.095
176	0.002	0.092
177	0.098	0.079
178	0.073	0.004
179	0.004	0.049
180	0.06	0.061
181	0.015	0.05
182	0.081	0.024
183	0.06	0.096
184	0.048	0.028
185	0.054	0.02
186	0.099	0.062
187	0.035	0.073
188	0.07	0.026
189	0.047	0.035
190	0.056	0.009
191	0.001	0.029
192	0.036	0.037
193	0.079	0.095
194	0.064	0.01
195	0.062	0.065
196	0.053	0.045
197	0.084	0.058
198	0.017	0.06
199	0.089	0.05
200	0.092	0.015
201	0.075	0.024
202	0.055	0.062
203	0.009	0
204	0.049	0
205	0.004	0.079
206	0.089	0.09
207	0.077	0.026
208	0.009	0.062
209	0.028	0.076
210	0.066	0.092
211	0.024	0.04
212	0.073	0.041
213	0.069	0.042
214	0.032	0.043
215	0.036	0.043
216	0.087	0.01
217	0.043	0.001
218	0.091	0.014
219	0.071	0.06
220	0.074	0.015
221	0.059	0.04
222	0.073	0.095
223	0.06	0.032
224	0.061	0.088
225	0.08	0.064
226	0.095	0.035
227	0.001	0.052
228	0.008	0.066
229	0.08	0.043
230	0.05	0.023
231	0.091	0.045
232	0.037	0.026
233	0.05	0.049
234	0.046	0.063
235	0.019	0.02
236	0.095	0.073
237	0.087	0.044
238	0.029	0.097
239	0.063	0.01
240	0.053	0.017
241	0.054	0.021
242	0.048	0.038
243	0.018	0.089
244	0.063	0.082
245	0.087	0.016
246	0.083	0.058
247	0.026	0.044
248	0.022	0.09
249	0.077	0.09
250	0.076	0
251	0.039	0.029
252	0.039	0.068
253	0.077	0.009
254	0.056	0.047
255	0.016	0.073
256	0.024	0.035
257	0.057	0.054
258	0.039	0.085
259	0.049	0.093
260	0.056	0.008
261	0.037	0.065
262	0.092	0.067
263	0.027	0.042
264	0.01	0.046
265	0.051	0.091
266	0.054	0.033
267	0.099	0.085
268	0.018	0.04
269	0.071	0.066
270	0.074	0.053
271	0.001	0.047
272	0.034	0.046
273	0.038	0.027
274	0.035	0.044
275	0.024	0.09
276	0.061	0.073
277	0.03	0.082
278	0.02	0.043
279	0.036	0.029
280	0.018	0.09
281	0.016	0.036
282	0.07	0.023
283	0.081	0.074
284	0.029	0.011
285	0.024	0.096
286	0.052	0.004
287	0.046	0.046
288	0.023	0.068
289	0.035	0.012
290	0.081	0
291	0.082	0.055
292	0.066	0.026
293	0.047	0.071
294	0.027	0.068
295	0.072	0.04
296	0.013	0.099
297	0	0.062
298	0.062	0.044
299	0.055	0.027
300	0.051	0.023
301	0.08	0.093
302	0.04	0.035
303	0.065	0.066
304	0.052	0.071
305	0.035	0.074
306	0.01	0.052
307	0.052	0.076
308	0.037	0
309	0.054	0.057
310	0.089	0.069
311	0.007	0.063
312	0.043	0
313	0.016	0.02
314	0.089	0.09
315	0.072	0.029
316	0.012	0.031
317	0.059	0.043
318	0.008	0.002
319	0.056	0.085
320	0.092	0.074
321	0.074	0.088
322	0.035	0.052
323	0.04	0.097
324	0.032	0.078
325	0.034	0.011
326	0.003	0.062
327	0.097	0.035
328	0.009	0.073
329	0.09	0.046
330	0.088	0.068
331	0.064	0.01
332	0.092	0.043
333	0.038	0.073
334	0.044	0.077
335	0.098	0.065
336	0.071	0.013
337	0.005	0.046
338	0.055	0
339	0.04	0.043
340	0.022	0.057
341	0.052	0.089
342	0.075	0.075
343	0.015	0.042
344	0.062	0.042
345	0.037	0.056
346	0.049	0.007
347	0.084	0.056
348	0.02	0.084
349	0.04	0
350	0.046	0.048
351	0.087	0.084
352	0.097	0.009
353	0.062	0.092
354	0.018	0.081
355	0.063	0.089
356	0.091	0.051
357	0.089	0.064
358	0.004	0.089
359	0.08	0.09
360	0.066	0.056
361	0.046	0.087
362	0.046	0.045
363	0.066	0.098
364	0.075	0.024
365	0.005	0.086
366	0.068	0.02
367	0.072	0.041
368	0.027	0.097
369	0.035	0.087
370	0.089	0.093
371	0.034	0.023
372	0.047	0.062
373	0.078	0.091
374	0.095	0.067
375	0	0.099
376	0.073	0.074
377	0.066	0.09
378	0.035	0.012
379	0.06	0.052
380	0.053	0.057
381	0.057	0.081
382	0.045	0.048
383	0.016	0.045
384	0.004	0.097
385	0.059	0.074
386	0.047	0.09
387	0.095	0.09
388	0.075	0.069
389	0.07	0.01
390	0.046	0.089
391	0.027	0.039
392	0.083	0.072
393	0.058	0.001
394	0.054	0.048
395	0.07	0.087
396	0.066	0.022
397	0.037	0.08
398	0.061	0.004
399	0.063	0.026
400	0.084	0.077
401	0.055	0.013
402	0.024	0.004
403	0.072	0.08
404	0.014	0.073
405	0.061	0.077
406	0.063	0.083
407	0.07	0.096
408	0.045	0.015
409	0.065	0.004
410	0.061	0.079
411	0.042	0.018
412	0.011	0.076
413	0.068	0.031
414	0.021	0.009
415	0.013	0.095
416	0.011	0.057
417	0.09	0.081
418	0.036	0.021
419	0.008	0.067
420	0.016	0.02
421	0.068	0.096
422	0.077	0.066
423	0.08	0.009
424	0.026	0.009
425	0.084	0.067
426	0.027	0.047
427	0.014	0.077
428	0.031	0.026
429	0.058	0.035
