0	0.0084	0.0052
1	0.0083	0.0045
2	0.0091	0.0046
3	0	0.0035
4	0.0004	0.0085
5	0.005	0.0004
6	0.0039	0.0069
7	0.0038	0.0081
8	0.0079	0.0023
9	0.0015	0.0054
10	0.0017	0.0066
11	0.0081	0.0061
12	0.0066	0.0021
13	0.0057	0.0045
14	0.0056	0.0048
15	0.0031	0.0033
16	0.0078	0.0071
17	0.0058	0.0018
18	0.0001	0.0014
19	0.0044	0.0032
20	0.0043	0.0079
21	0.0024	0.0017
22	0.0047	0.0074
23	0.0006	0.0088
24	0.0007	0.0016
25	0.0046	0.0068
26	0.0005	0.0053
27	0.0017	0.0003
28	0.0059	0.0059
29	0.0071	0.0023
30	0.0056	0.0008
31	0.0063	0.0057
32	0.0024	0.0071
33	0.0087	0.0009
34	0.0087	0.004
35	0.0041	0.0066
36	0.0067	0.0084
37	0.0095	0.0072
38	0.0021	0.007
39	0.0051	0.0053
40	0.0044	0.0072
41	0.0031	0.0056
42	0.0071	0.0087
43	0.0099	0.0095
44	0.0014	0.0002
45	0.0002	0.0048
46	0.0076	0.0031
47	0.0058	0.0067
48	0.0048	0.0078
49	0.0044	0.0094
50	0.0099	0.0065
51	0.0023	0.0095
52	0.0044	0.0018
53	0.0051	0.0006
54	0.0084	0.0092
55	0.0086	0.0061
56	0.0075	0.0006
57	0.007	0.005
58	0.0053	0.0066
59	0.0086	0.0085
60	0.0093	0.0064
61	0.0035	0.0047
62	0.0002	0.0008
63	0.0017	0.0071
64	0.0025	0.0032
65	0.0027	0.0061
66	0	0.0011
67	0.0075	0.0022
68	0.0062	0.0055
69	0	0.0074
70	0.0081	0.006
71	0.0074	0.0011
72	0.0062	0.0087
73	0.0049	0.0067
74	0.0009	0.004
75	0.0054	0.0037
76	0.0042	0.0072
77	0.0033	0
78	0.0069	0.0052
79	0.0061	0.003
80	0.0011	0.0059
81	0.0012	0.0019
82	0.0071	0.0052
83	0.0032	0.0036
84	0.0058	0.0014
85	0.0066	0.0044
86	0.0039	0.0043
87	0.0027	0.0022
88	0.0091	0.003
89	0.007	0.0073
90	0.001	0.0072
91	0.0028	0.0031
92	0.0025	0.0074
93	0.0012	0.0067
94	0.0062	0.0053
95	0.0031	0.0087
96	0.0015	0.0001
97	0.0025	0.0059
98	0.0074	0.0011
99	0.0042	0.0043
100	0.0087	0
101	0.009	0.0037
102	0.0066	0.0059
103	0.001	0.0065
104	0.0094	0.0002
105	0.002	0.0082
106	0.0012	0.001
107	0.0051	0.0032
108	0.0016	0.0099
109	0.0069	0.0061
110	0.0047	0.0093
111	0.0046	0.0035
112	0.0028	0.0017
113	0.008	0.0089
114	0.0059	0.0029
115	0.0074	0.0033
116	0.0049	0.0067
117	0.0059	0.0055
118	0.009	0.001
119	0.0033	0.0085
120	0.0085	0.0054
121	0.0036	0.003
122	0.002	0.0019
123	0.0079	0.0087
124	0.0081	0.0025
125	0.0086	0.0008
126	0.001	0.0095
127	0.0011	0.0048
128	0.0058	0.0048
129	0.0068	0.0065
130	0.009	0.0092
131	0.001	0.0009
132	0.0068	0.0053
133	0.005	0.002
134	0.0019	0.0051
135	0.0062	0.0056
136	0.0066	0.0019
137	0.0068	0.0095
138	0.0025	0.0081
139	0.0056	0.0024
140	0.0063	0.005
141	0.0029	0.009
142	0.0054	0.0039
143	0.0048	0.002
144	0.0061	0.0052
145	0.0069	0.0096
146	0.0045	0.001
147	0.0052	0.0028
148	0.0045	0.0045
149	0.0049	0.0067
150	0.0082	0.0015
151	0.0008	0.0025
152	0.0051	0.0015
153	0.0086	0.0047
154	0.0031	0.0094
155	0.0042	0.006
156	0.0058	0.0054
157	0.0045	0.0067
158	0.0064	0.0086
159	0.0027	0.0062
160	0.0045	0.0039
161	0.0076	0.0004
162	0.009	0.0038
163	0.0083	0.0028
164	0.0003	0.0016
165	0.0066	0.0017
166	0.0054	0.0088
167	0.0068	0.0096
168	0.0043	0.0041
169	0.0009	0.0065
170	0.0094	0.0006
171	0.001	0.0022
172	0.001	0.0063
173	0.0035	0.0049
174	0.0038	0.0079
175	0.0071	0.0098
176	0.0071	0
177	0.0067	0.0031
178	0.0072	0.0016
179	0.0072	0.0099
180	0.0042	0.0084
181	0.0056	0.0072
182	0.0095	0.0072
183	0.0089	0.0085
184	0.0087	0.0081
185	0.0042	0.0017
186	0.0019	0.0015
187	0.0055	0.0026
188	0.0016	0.0059
189	0.0077	0.0034
190	0.0098	0.0078
191	0.0016	0.0041
192	0.001	0.0043
193	0.0036	0.0037
194	0.0055	0.0069
195	0.0065	0.0044
196	0.0018	0.0023
197	0.0059	0.0054
198	0.0082	0.0054
199	0.0099	0.0061
200	0.0053	0.0035
201	0.0099	0.0051
202	0.0096	0.0003
203	0.0049	0.0036
204	0.0055	0.0037
205	0.0073	0.0065
206	0.0043	0.0027
207	0.0019	0.0014
208	0.0054	0.0061
209	0.0027	0.0092
210	0.0019	0
211	0	0.0088
212	0	0.0052
213	0.0068	0.0066
214	0.0074	0.0003
215	0.0078	0.0075
216	0.002	0.002
217	0.0022	0
218	0.0063	0.0001
219	0.0021	0.0096
220	0.0087	0.0077
221	0.0002	0.0002
222	0.0026	0.0086
223	0.0083	0.0093
224	0.0012	0.0097
225	0.0034	0.0022
226	0.0029	0.0001
227	0.006	0.0033
228	0.0042	0.0044
229	0.0018	0.0093
230	0.0047	0.007
231	0.0022	0.0027
232	0.0024	0.0035
233	0.0026	0.0047
234	0.0012	0.0089
235	0.0078	0.0007
236	0.0025	0.0076
237	0.0097	0.0062
238	0.0013	0.0068
239	0.0096	0.0074
240	0.0007	0.0039
241	0.0003	0.0002
242	0.0032	0.0044
243	0.0078	0.0037
244	0.0083	0.0085
245	0.0069	0.0005
246	0.0029	0.009
247	0.008	0.0038
248	0.0045	0.0032
249	0.0048	0.0024
250	0.0077	0.0067
251	0.0044	0.0048
252	0.0064	0.0077
253	0.0073	0.0068
254	0.0026	0.0032
255	0.0062	0.003
256	0.0047	0.0099
257	0.0025	0.0089
258	0.0092	0.0086
259	0.0004	0.0039
260	0.004	0.0013
261	0.0061	0.0092
262	0.0096	0.0018
263	0.0011	0.0038
264	0.0084	0.0012
265	0.0074	0.008
266	0.0084	0.0084
267	0.0063	0.0015
268	0.0015	0.0012
269	0.0061	0
270	0.0096	0.0091
271	0.0038	0.0055
272	0.0056	0.0034
273	0.008	0.0089
274	0.0089	0.0034
275	0.004	0.006
276	0.0018	0.0015
277	0.0082	0.0054
278	0.0041	0.0087
279	0.0031	0.0049
280	0.0024	0.0021
281	0.0074	0.0081
282	0.0072	0.0035
283	0.0028	0.0057
284	0.0009	0.0025
285	0.0044	0.0054
286	0.0043	0.0067
287	0.0027	0.0028
288	0.0011	0.0087
289	0.0096	0.0028
290	0.0088	0.0044
291	0.0001	0.007
292	0.0038	0.0064
293	0.0041	0.0077
294	0.0007	0.0083
295	0.0068	0.0038
296	0.0065	0.0097
297	0.0099	0.0009
298	0.0061	0.0004
299	0.0045	0.0037
300	0.0055	0.008
301	0.0019	0.0006
302	0.0068	0.0042
303	0.0049	0.0038
304	0.0098	0.0014
305	0.0082	0.0045
306	0.0036	0.0088
307	0.0024	0.0095
308	0.0035	0.0046
309	0.0061	0.0067
310	0.0054	0.0077
311	0.0003	0.0022
312	0.0087	0.0088
313	0.0085	0.0064
314	0.0092	0.0056
315	0.0008	0.0067
316	0.0083	0.009
317	0.0068	0.0021
318	0.009	0.0075
319	0.0044	0.0062
320	0.0063	0.0027
321	0.0033	0.0033
322	0.0097	0.0091
323	0.0055	0.0038
324	0.0098	0.0099
325	0.0015	0.0042
326	0.0027	0.0085
327	0.0031	0.0036
328	0.0091	0.0028
329	0.0021	0.0028
330	0.002	0.007
331	0.0061	0.0079
332	0.004	0.0018
333	0.009	0.0042
334	0.0077	0.001
335	0.0033	0.0061
336	0.0062	0.0015
337	0.0093	0.0098
338	0.0052	0.0092
339	0.0032	0.0056
340	0.0029	0.0078
341	0.0025	0.0041
342	0.0049	0.0011
343	0.0064	0.0063
344	0.0028	0.0067
345	0.0038	0.0067
346	0.0017	0.0014
347	0.0058	0.0085
348	0.0018	0.0008
349	0.0033	0.0066
350	0.0045	0.0008
351	0.0086	0.001
352	0.0069	0.0088
353	0.0023	0.0098
354	0.0063	0.0047
355	0.007	0.0019
356	0.005	0.0088
357	0.0033	0.0049
358	0.0032	0.0008
359	0.0035	0.0074
360	0.0094	0.0072
361	0.0092	0.0064
362	0.0039	0.0032
363	0.0045	0.0086
364	0.0098	0.0025
365	0.0061	0.0067
366	0.0099	0.0012
367	0.0093	0.007
368	0.0042	0.0004
369	0.0002	0.004
370	0.008	0.0096
371	0.007	0.0085
372	0.0028	0.0015
373	0.0062	0.0036
374	0.0068	0.0043
375	0.0054	0.0018
376	0.0041	0.0027
377	0.0051	0.0083
378	0.0091	0.0092
379	0.0045	0.0025
380	0.0006	0.008
381	0.0091	0.0043
382	0.0054	0.005
383	0.009	0.0015
384	0.0088	0.0039
385	0.0054	0.0016
386	0.0066	0.0096
387	0.0082	0.0057
388	0.0088	0.0097
389	0.0084	0.0021
390	0.0001	0.0036
391	0.0051	0.0097
392	0.0002	0.0064
393	0	0.0008
394	0.0064	0.0075
395	0.0002	0.0002
396	0.0024	0.0037
397	0.0054	0.0073
398	0.0014	0.0098
399	0.0099	0.0007
400	0.0099	0.0083
401	0.0027	0.0099
402	0.0002	0.0086
403	0.004	0.0092
404	0.0096	0.009
405	0.0024	0.0076
406	0.0092	0.0055
407	0.0042	0.0062
408	0.0092	0.0068
409	0.0078	0.0004
410	0.0062	0.0044
411	0.0041	0.0062
412	0.0011	0.004
413	0.0098	0.0049
414	0.0095	0.0052
415	0.0026	0.0053
416	0.0084	0.0014
417	0.0045	0.008
418	0.0051	0.009
419	0.0095	0.006
420	0.0074	0.0096
421	0.0089	0.0053
422	0.0048	0.0021
423	0.0085	0.0081
424	0.0043	0.0006
425	0.0033	0.0022
426	0.0073	0.0083
427	0.0036	0.0004
428	0.0048	0.0021
429	0.0087	0.002
430	0.0034	0.0021
431	0.009	0.0049
432	0.0098	0.0087
433	0.0089	0.0067
434	0.0061	0.0012
435	0.008	0.0051
436	0.0025	0.0037
437	0.0067	0.0089
438	0.0097	0.0069
439	0.003	0.0038
440	0.0039	0.0094
441	0.0005	0.0026
442	0.0005	0.0089
443	0.0081	0.004
444	0.0062	0.0057
445	0.0006	0.0044
446	0.0014	0.0068
447	0.0064	0.0036
448	0.0085	0.0015
449	0.0018	0.0016
450	0.0028	0.0013
451	0.0045	0.0072
452	0.0037	0.0051
453	0.0066	0.0039
454	0.0084	0.0083
455	0.0004	0.0002
456	0.0013	0.0033
457	0.0011	0.0065
458	0.0079	0.0008
459	0.0052	0.0066
460	0.0097	0.0079
461	0.005	0.0068
462	0.0071	0.0034
463	0.0002	0.0073
464	0.0033	0.0052
465	0.0076	0.0004
466	0.0068	0.0028
467	0.0092	0.0044
468	0.0079	0.0093
469	0.0042	0.0003
470	0.0032	0
471	0.0055	0.0024
472	0.008	0.0005
473	0.0054	0.0074
474	0.0034	0.0042
475	0.0039	0.0066
476	0.0085	0.0099
477	0.0035	0.0053
478	0.0021	0.0081
479	0.0074	0.0004
480	0.0018	0.0076
481	0.0092	0.0086
482	0.0078	0.0017
483	0.0072	0.0037
484	0.0006	0.0032
485	0.0036	0.0069
486	0.0053	0.0038
487	0.0079	0.0004
488	0.004	0.0044
489	0.0086	0.0064
490	0.0027	0.0071
491	0.0052	0.0001
492	0.0034	0.0014
493	0.0094	0.0044
494	0.0069	0.0087
495	0.0071	0.0089
496	0.0065	0.0078
497	0.0008	0.007
498	0.0005	0.0084
499	0.005	0.0009
500	0.0054	0.0058
501	0.0071	0.0042
502	0.0007	0.0067
503	0.0057	0.0095
504	0.0042	0.0069
505	0.0011	0.0006
506	0.0028	0.0025
507	0.0082	0.0086
508	0.0077	0.0035
509	0.0073	0.007
510	0.0098	0.0011
511	0.0061	0.0069
512	0.0013	0.0066
513	0.0054	0.0048
514	0.0045	0.0054
515	0.0076	0.0063
516	0.0043	0.0073
517	0.0088	0.0041
518	0.0002	0.0038
519	0.0016	0.0063
520	0.0052	0.0045
521	0.0046	0.0013
522	0.0095	0.0086
523	0.0005	0.0017
524	0.0089	0.0026
525	0.0074	0.0074
526	0.0008	0.0097
527	0.0001	0.0038
528	0.0022	0.0001
529	0.0006	0.0093
530	0.0014	0.0066
531	0.002	0.0092
532	0.001	0.0068
533	0.0041	0.0034
534	0.0067	0.0056
535	0.0004	0.0062
536	0.002	0.0023
537	0.003	0.0051
538	0.0099	0.0021
539	0.0082	0.0075
